track_id,artists,trackname,album
2yZp0a4buLcNHCw4NAjwqh,Wu-Tang Clan,If Time Is Money (Fly Navigation) [feat. Method Man],The Saga Continues
1eq6iByVMNZO4ojKFL8KKN,Wu-Tang Clan,People Say (feat. Redman),The Saga Continues
01Px3drzp4HRsXd6HS06sX,Nyck Caution,All Night,Nyck @ Knight
6eL1ncVDtQHgSm3E288TS7,Vince Staples,Big Fish,Big Fish Theory
2fRoKHW3lzNUKIUTade8nL,Vince Staples,745,Big Fish Theory
35tWhD29yvWwB0IDRr6zsL,Vince Staples,Yeah Right,Big Fish Theory
5POEFQCKtD0QxYLfZ2kqEx,Vince Staples,BagBak,Big Fish Theory
2Zy7XVdxyZQB8xp5xbpJdl,Travis Scott,way back,Birds In The Trap Sing McKnight
1Ci4wASMY4xtKVMeHA6Sd5,Travis Scott,through the late night,Birds In The Trap Sing McKnight
0ESJlaM8CE1jRWaNtwSNj8,Travis Scott,beibs in the trap,Birds In The Trap Sing McKnight
01Ch5LzVStxCFPKkT1xg6k,Travis Scott,sweet sweet,Birds In The Trap Sing McKnight
6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Birds In The Trap Sing McKnight
20dP2DaMHIAmwWAbp7peSr,Young Thug,pick up the phone,Birds In The Trap Sing McKnight
6KuXb26rHuRy3ZDse1VRmx,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),Flower Boy
7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator",See You Again (feat. Kali Uchis),Flower Boy
0P9JWWqjzggnsW9Cdh2lgH,Raekwon,This Is What It Comes Too,The Wild
4QOgyUWog4y0E6RadI4v3j,Raekwon,Can't You See,The Wild
5cgEadiGKjtTP1Q6NJqVP5,Travis Scott,A-Team,A-Team
0zO8ctW0UiuOefR87OeJOZ,ScHoolboy Q,Collard Greens,Oxymoron (Deluxe)
29gsi1zZrZxdStACmTQB0Z,ScHoolboy Q,Studio,Oxymoron (Deluxe)
4QZxGuNnoAth7qxzVOd3oR,A$AP Mob,Trillmatic (feat. A$AP Nast & Method Man),Trillmatic (feat. A$AP Nast & Method Man)
6R0GRYk2vs2XuBVemYK5YZ,Denzel Curry,Ultimate,Ultimate
71lyUtIPCMAYjTwwwxy2jW,Isaiah Rashad,4r Da Squaw,The Sun's Tirade
5FX89IUKm9QJT9ymrmyK4k,Isaiah Rashad,Free Lunch,The Sun's Tirade
2RPbEp0DyBVlkRvvYKopO7,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),The Sun's Tirade
1C7KSXR2GVxknex6I4ANco,Drake,9,Views
3cjF2OFRmip8spwZYQRKxP,Drake,Feel No Ways,Views
4PA16FAl8LPmFmOhARawdV,Drake,Weston Road Flows,Views
3O8NlPh2LByMU9lSRSHedm,Drake,Controlla,Views
05KOgYg8PGeJyyWBPi5ja8,Drake,Free Smoke,More Life
5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,More Life
2fkeWbM6iqTw7oGHTYm2lw,Drake,4422,More Life
0xl1w2q4VLojeXp4JfazPL,Drake,Sacrifices,More Life
6n3HGiq4v35D6eFOSwqYuo,Drake,Teenage Fever,More Life
343YBumqHu19cGoGARUTsd,Drake,Fake Love,More Life
2KvHC9z14GSl4YpkNMX384,Drake,Do Not Disturb,More Life
2yg9UN4eo5eMVJ7OB4RWj3,Drake,Survival,Scorpion
0TlLq3lA83rQOYtrqBqSct,Drake,Nonstop,Scorpion
7rC5Pl8rQSX4myONQHYPBK,Drake,Mob Ties,Scorpion
41a7dZcq30Ss5kPMayWRV0,Drake,That’s How You Feel,Scorpion
4n1bdaKwynQndm47x5HqWX,Drake,Blue Tint,Scorpion
44Du2IM1bGY7dicmLfXbUs,Drake,Final Fantasy,Scorpion
4wVOKKEHUJxHCFFNUWDn0B,Drake,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes
5TCBWmEBrin7etRa4Lswr1,Drake,When To Say When,Dark Lane Demo Tapes
6Kj17Afjo1OKJYpf5VzCeo,Drake,Pain 1993 (with Playboi Carti),Dark Lane Demo Tapes
5H4mXWKcicuLKDn4Jy0sK7,Drake,Time Flies,Dark Lane Demo Tapes
1I55Ea0zVoSKs6MqW7DQ3i,Drake,War,Dark Lane Demo Tapes
712uvW1Vezq8WpQi38v2L9,Kendrick Lamar,"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city (Deluxe)"
0AOvNRgl0SMfOibWA5bP8o,Kendrick Lamar,Money Trees,"good kid, m.A.A.d city (Deluxe)"
2cDCojn6uIBM6A5xTAbl3H,Kendrick Lamar,m.A.A.d city,"good kid, m.A.A.d city (Deluxe)"
3q2v8QaTnHLveAQzR6gvYm,Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city (Deluxe)"
3iVcZ5G6tvkXZkZKlMpIUs,Kendrick Lamar,Alright,To Pimp A Butterfly
0CjJqkWOpIUXdem5hUcxAk,Kendrick Lamar,Momma,To Pimp A Butterfly
7A3ETuOrieyx9KSF0sn0Zf,Kendrick Lamar,You Ain't Gotta Lie (Momma Said),To Pimp A Butterfly
1n4jwRVXdkK2U34nBDUKKT,Kendrick Lamar,BLOOD.,DAMN.
6HZILIRieu8S0iqY8kIKhj,Kendrick Lamar,DNA.,DAMN.
4BHSjbYylfOH5WAGusDyni,Kendrick Lamar,YAH.,DAMN.
1EaKU4dMbesXXd3BrLCtYG,Kendrick Lamar,ELEMENT.,DAMN.
6SwRhMLwNqEi6alNPVG00n,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,DAMN.
7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,DAMN.
6PGoSes0D9eUDeeAafB2As,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.
0y9uTzK9cNKSAEHnpeRG8C,Kendrick Lamar,DUCKWORTH.,DAMN.
7ehxw5dscPd4XrMZg3bwJO,Afu-Ra,Soul Assasination,Body Of The Life Force
7DLHcfrCEwsykOXhrdn108,Afu-Ra,Defeat,Body Of The Life Force
5n9iN2lbM4TUgTpn6Uc9G5,Afu-Ra,D-d Soundclash,Body Of The Life Force
7w4K9gUq4EJNv9QUnWuqNp,Afu-Ra,Caliente,Body Of The Life Force
5pzFwTfA1Fp48hkxmMf0JF,Afu-Ra,All That,Body Of The Life Force
4PpyNg5rkDgbMacInMYPg1,Afu-Ra,Self Mastery,Body Of The Life Force
72NIaDuJibZx3kJU536k50,Afu-Ra,Mortal Kombat,Body Of The Life Force
4V1sXrFbpRp7aIDPCy08MO,Afu-Ra,Equality,Body Of The Life Force
3io8gOzp0z1GpfpvhVPgR6,Afu-Ra,Monotony,Body Of The Life Force
7EZOcCGTHCXTLFtax2VUsU,Afu-Ra,Whirlwind Thru Cities,Body Of The Life Force
6wV7P8oj2L4a3pBONcni5U,Apollo Brown,Balance (feat. John Robinson & Kenn Starr),The Reset
5QPJzbuZk068w1MMqPoFSj,Apollo Brown,"Brainwash (feat. yU, Grap Luva & Finale)",The Reset
1bZ3cL5GGuHe6VAhkMIQRA,Apollo Brown,"Lower the Boom (feat. Kenn Starr, Oddisee & Sareem Poems)",The Reset
5kxD6X5IfdTsZkglWyIVzk,Apollo Brown,Beauty of a Day (feat. The Regiment),The Reset
7yZky6KsyqkqTUfCKzhlcr,Apollo Brown,Real Detroit (feat. The Left),The Reset
1DrZiHP1QuPlHhvHfqFMOi,Artifacts,Drama (Mortal Kombat Fatality),Between A Rock And A Hard Place
3AfXub7VYFmHRnTuiHO0yU,Artifacts,C'Mon Wit Da Git Down,Between A Rock And A Hard Place
3vXpmaiXorC1xGS67z143D,Artifacts,Wrong Side Of Da Tracks,Between A Rock And A Hard Place
3KWkCLGL4RN068svx6VNYO,Artifacts,Heavy Ammunition,Between A Rock And A Hard Place
6Z68qwpi7wyLRpK7ugyHwe,Artifacts,Flexi With Da Tech(nique),Between A Rock And A Hard Place
61OOU27yWPUxbPnGU9I6Ls,Artifacts,What Goes On?,Between A Rock And A Hard Place
0VrlFnoRT5VSuAIlthk24i,Artifacts,Dynamite Soul,Between A Rock And A Hard Place
6JSzGQ1G8ZA8aNyozjzYGu,Asheru and Blue Black of The Unspoken Heard,Mid Atlantic,48 Months
0nD5ZhR2IZZ1WA4JDi2Sm5,Asheru and Blue Black of The Unspoken Heard,Nigga Like Me,48 Months
30xWhcoC9uL4I1KgJyhCvn,Asheru and Blue Black of The Unspoken Heard,Trackrunners f/J-Live & Grap Luva,48 Months
3yysH58lQjPaKRdALIHisV,AZ,Gimme Your's,Doe Or Die
67CEjUtWIM2xJGtti871qk,AZ,Ho Happy Jackie,Doe Or Die
5vxII6AxXbPsAJE5dAdBo9,AZ,Rather Unique,Doe Or Die
0lZWjBImx6kNe3WtOA09Xu,AZ,Sugar Hill,Doe Or Die
1SUyeCHftlWX7z9mPQFGLv,88GLAM,One Call Away,New Mania
3Zprj0bhpyay7xIM1N6rXG,88GLAM,Dance for Me,New Mania
1EhKjDuSzkr0CcypiYG6oH,88GLAM,Zits,New Mania
7ptaIPxthptCNbpaEn1fYC,88GLAM,Brand New,New Mania
2ttH5Z2svSuTA4RGcFUSQu,88GLAM,Nightcrawler,New Mania
4FrFjNwSNwUXojNoswn709,88GLAM,Hellcat,New Mania
6tQXjDjmUDnSerf48Q9yp4,88GLAM,Sagittarius,New Mania
47WX4SHMvBCTKqa1IohI2k,AZ,New Life,Pieces Of A Man
4z1swK8bYaJUUEHESWqPbG,AZ,How Ya Livin' featuring Nas,Pieces Of A Man
5XmDNiFvl9NwmEDTMgsblb,AZ,Trading Places/ Manasia (Interlude),Pieces Of A Man
16AF2HsiyzZLE2huqPwGEY,AZ,The Pay Back,Pieces Of A Man
4qWHy2c9r9ehMgyyTpx04H,AZ,Just Because,Pieces Of A Man
7ETCVR9D9qwHKYGogbO6vb,AZ,Wanna Be There,Aziatic
65qPYjxlLmw8hmK4oWIdX4,Big L,Ebonics (Criminal Slang),The Big Picture
5DKpHZIWsLUaRAJx4EJGsY,Big L,Size 'Em Up,The Big Picture
71qTrOPHOj1KDEy0IG2Zjg,Big L,Deadly Combination (feat. 2Pac),The Big Picture
2WQzj67fHBYgZG9PRcmzai,Big L,"Holdin' It Down (feat. A.G., Miss Jones & Stan Spit)",The Big Picture
3Dwc8U7Mlxqvq6gfi79hJw,Big L,Fall Back (feat. Kool G Rap),The Big Picture
3DPp5qoKdWDqOLHFj7iXVB,Big L,Flamboyant,The Big Picture
5eqxRVBrzSXdDOScpcRf84,Shyheim,On and On,AKA the Rugged Child (Digital Remaster)
0ohevmkspqkIe3gd4JXVPi,Binary Star,Reality Check (feat. One Be Lo & Senim Silla),Masters of the Universe
3tSIhF0dNvyE4KkLYrBwtc,Binary Star,Conquistadors (feat. Senim Silla & One Be Lo),Masters of the Universe
7qMiNZ3rL33wO2SlFkYU9M,Binary Star,"Fellowship (feat. Senim Silla, One Be Lo & Athletic Mic League)",Masters of the Universe
6GcZR5KScIxgm7XGxCxzH1,Binary Star,New Hip Hop (feat. Senim Silla & One Be Lo),Masters of the Universe
6l7VfpH5ODEgDzYVRZviXf,Binary Star,Masters of the Universe (feat. One Be Lo & Senim Silla),Masters of the Universe
3zTwulnxiddG0SbIr8ESr0,Binary Star,Honest Expression (feat. Senim Silla & One Be Lo),Masters of the Universe
7DOdB5tRRuVVoOkEuyCyTd,Binary Star,Glen Close (feat. One Be Lo),Masters of the Universe
7h24k2oOQqN0DKV9dwaxEG,Black Milk,Shut It Down,Popular Demand
3HKQHjfPkWzh4Lk4MdvUaL,Black Milk,Play The Keys,Popular Demand
0ijHcBksbhyc9VuPWIv6Hr,Black Milk,Action (feat. Slum Village & Titus Glover),Popular Demand
6Xio661Y2iL7SDKFFOG9cv,Black Moon,Who Got Da Props,Enta da Stage
53aUYPTwJe6YrbSs8lQCEF,Black Moon,Buck Em Down,Enta da Stage
1cmCKSpzlVDuwpJYiVeVWT,Black Moon,Slave,Enta da Stage
1WQHYwuhT7bg6zYw9UJqYD,Black Moon,Enta Da Stage,Enta da Stage
7qGZS8xWA3dPgBb3X7Yipk,Blakroc,Stay off the Fuckin' Flowers (feat. Raekwon),Blakroc
2TAjeMbmNwOyEQZupDmDAq,Blu,Amnesia,Her Favorite Colo(u)r
7CW0YxTEZTfH8fGpSZJNMP,Blu,My World Is...,Below the Heavens
2GF9f3X6FnIioFEVPYhCtR,Blu,The Narrow Path,Below the Heavens
6qZMdRXK2m6hDnJuR44RMG,Blu,Simply Amazin' (steel blazin'),Below the Heavens
2VDva9fLpyD97NfIhr2UGn,Blu,In Remembrance,Below the Heavens
7EpgXpS5WqGwiJt4Ez5BPS,Blu,Blu Collar Worker,Below the Heavens
4J2oHrKiXNXsNq2AgpLVsu,Blu,Dancing In The Rain,Below the Heavens
0Wf7a3wiG0Fk2kQAkH8url,Blu,First Things First,Below the Heavens
1I2gNj8Lc7bK6EqHHnyR0e,Blu,Soul Rising,Below the Heavens
4cxbHdjd7PXmkuB2xPFU7H,Blu,Cold Hearted,Below the Heavens
1kyk57jhMkKxPMbzU4E3gk,Blu,Below The Heavens pt. I,Below the Heavens
3GI3DlwrqMKzkN0iGR3PEj,Blue Scholars,Sagaba,Blue Scholars
61pvBaI4nc1yNxOf8AbCDF,Blue Scholars,Life & Debt,Blue Scholars
18mzQCHwBT8cnUTwRegH4U,Blue Scholars,The Long March,The Long March EP
5sj0wVRJhKhlkPqdxVh6hs,Blue Scholars,Proletariat Blues,The Long March EP
2IsLmcMggkBsHZo6u8gLgT,Blue Scholars,Wounded Eyes,The Long March EP
1jlcIOrK1yyQkjHZ8A3N2H,Boot Camp Clik,Illa Noyz,Still For the People
49HJVynoAm5kej5tMOqR2Y,Boot Camp Clik,Rag Time,Still For the People
6bwymc8mQZCkudP1JIi8sk,Brand Nubian,Pass The Gat,In God We Trust
4ZpZ71vBkLHAxypnrvUSdA,Brand Nubian,Steady Bootleggin' - Explicit LP Version,In God We Trust
4KvLKQT8aV6wQoruJjEWLV,Canto I,First Things First,Entry Level - Elements
4Shv8568aFMI5iQnQedNxS,Canto I,The Shining,Entry Level - Elements
0N9HIJqS1toIzWCU8fb5SO,Canto I,Route 95 (feat. The Chapter),Entry Level - Elements
4mMR9vuDey0haFBnpaheZz,Rascalz,Temptation,Cash Crop + Bonus Track
3GujZrkCfM4c0ebSayGkWQ,Rascalz,Clockwork,Cash Crop + Bonus Track
3s1tscuqVf5kMBr5e0Cf7P,Rascalz,Mood Swings,Cash Crop + Bonus Track
11aFVmFy8903RwDx4ohQiq,Common,Be (Intro),Be
4JNTpbntShpUpACDUzwHV5,Common,GO!,Be
13YyYNBofurxZCNYiFDibB,Common,Faithful,Be
1NrUc0f7QZBYqgjj6ExNMG,Common,Love is...,Be
5GO4rpfnM2lghVqEulTJUf,Common,They Say,Be
6lXGIJbyM4YBjK6CzIce25,Common,It's Your World - Part 1 & 2 (Explicit),Be
1zS4PMsHfkSXPkzrEkCkC6,Common,Invocation,One Day It'll All Make Sense
7hpHYdxRcjgmkidW4DdqI3,Common,Retrospect for Life,One Day It'll All Make Sense
738sJZ3vXg4EFiDYCbuf38,Common,G.O.D. (Gaining One's Definition) Featuring Ce-Lo,One Day It'll All Make Sense
12EnJiXH4QjBmygqEQXG6M,Common,All Night Long (Featuring Erykah Badu),One Day It'll All Make Sense
4u7hiFNXUeTG3A4dqQrkcd,Common,Resurrection,Resurrection
4TboAbE2pCUUB0fk6Q9rUU,Common,I Used to Love H.E.R.,Resurrection
0QSA86C2JAfG2Rx5EGt1pA,Common,Thisisme,Resurrection
6fTmQU0yuJwSGGMYPj4FqV,Common Market,Connect For,Connect For
6APPAIB0z2fnzhw1pGCp5S,Common Market,Push,Common Market
7mQbbHnl6jiGscEiiigTd5,Common Market,Poison,Common Market
5KHebcXYSD3vG5Bl2YM9go,Common Market,Trinity,Common Market
6mh0BAARoop87RgtmAH4go,Common Market,Love One,Common Market
6PcukJlthfxw2TtDGkToGW,Consequence,"The Good, The Bad, The Ugly (feat. Kanye West) - Clean Album Version",Don't Quit Your Day Job
5Rnl33mC3Fe4YrO7XjGzFw,Cool Calm Pete,Cloudy,Lost The Album
7zs4ol4UHjbRpgecxrxGk1,Cunninlynguists,Til' The End (C.A.L.I.),Sloppy Seconds Volume Two
4om3OBmhbN30hOwCDXaJwi,Curren$y,Breakfast,Pilot Talk: Trilogy
1PTkMUOerEKtFfgEKfdgfM,Curren$y,Roasted,Pilot Talk: Trilogy
4b49vxe0QEaXuSO98nGrSM,Curren$y,Skybourne,Pilot Talk: Trilogy
1mmeFNd0C1DIWc2shOO7Ht,Curren$y,The Day,Pilot Talk: Trilogy
2pKz7VwnE93ABEJKIB8M0H,CYNE,Soapbox,Evolution Fight
4ToIMf93IrgMA46wzB9jfR,CYNE,Evolution Fight,Evolution Fight
0i9LDiw1ovTAu5wDe7luOK,CYNE,Rappin',Evolution Fight
7JUaaKFqZ3SeHtUMPDuUvf,CYNE,Awakening,Water for Mars
0BgPsI9DYDWWPmBKa4J3K0,CYNE,The Jux,Water for Mars
590lyKUlSyG3TGq0nujJCv,CYNE,Tide of Life,Water for Mars
51SlIGIDqCpbueoIGTHtOp,CYNE,Electric Blue,Water for Mars
4JeirxF9fe3IFPZzZ4BNNC,CYNE,Growing,Growing
0tUmJlf509tPqiGkwikR7K,CYNE,The River,Growing
4dw8oDXfTdIJerISwUE7XL,CYNE,Nothing's Sacred,Time Being (Deluxe Edition)
5snwoi67GitQqbWj5S1LDJ,CYNE,Papermate,Time Being (Deluxe Edition)
3cVkgjmP54k8Po4baOtaH3,CYNE,Steady,Time Being (Deluxe Edition)
3QlIOAFNjlUmnCsm4sPm7u,CYNE,Samura's Optic,Time Being (Deluxe Edition)
6bvV5L5afKykg819xAIJWt,CYNE,First Person,Time Being (Deluxe Edition)
5y7SEFC1ql6aKMHHiKoIjd,CYNE,400 Years,Time Being (Deluxe Edition)
17JDVuZccwxHJJKxTW4BSx,CYNE,Paradise,Time Being (Deluxe Edition)
0FkBTlUoV3YyUfOP7aX6B6,Insight Innovates,Puzzles,Travel at Your Own Pace
0oR6AIQl8246kFqi4wPdRz,Insight Innovates,This Advice,Travel at Your Own Pace
001LobKozoT2iu7p6ZjqqN,Insight Innovates,Scientist,Travel at Your Own Pace
3AePxq9YoBqtOdeE2xrOPV,Insight Innovates,How Many of Us,Travel at Your Own Pace
5zEP0MRnDe5qwL361xBz0B,De La Soul,Much More (feat. Yummy),The Grind Date
2dYFGpwMiwlV9NBLxFzLt7,De La Soul,Church,The Grind Date
3dZXs72uVxKl2HEvs6U6RT,De La Soul,Days of Our Lives (feat. Common),The Grind Date
6RBMpENxbx74lTdR5SBcaF,De La Soul,Rock Co.Kane Flow (feat. MF Doom),The Grind Date
08jPHSydVfU8H6NYZw4TL1,J. Rawls,Nommo,The Essence of J. Rawls (Fifteenth Anniversary Redux)
6X5sri27ICIYx6dey626r8,Dela,Mars Part. III,Translation Lost
3CaPoklsaMEajY22LyHsh1,Dela,Lucy's&LooseLeafs (feat. Blu),Translation Lost
2ffKdTTfeHyL56COZFefez,Dela,West Side Story,Translation Lost
4CuQ0Qn66fUs2J0lK7bHue,Dela,Jay Electropietricus,Translation Lost
1pdaagYvLLDz7u9CGU4MF3,Dela,WhatUWanna (feat. Blu),Translation Lost
4FvTC90fBAXWpwXBksCnnI,Dela,Chunky Monkeying (feat. Sowlie),Translation Lost
6imr9UgPmcqSl9gU0tLmbj,Dela,I Say Peace [feat. J-live],Changes Of Atmosphere
4UQpKa8tpp32r87SV8h1UM,Dela,Live The Life [feat. J.Sands],Changes Of Atmosphere
7kgZK5t5D0BJEEWPmOHykV,Dela,Stress [feat. Queens Connex & Termanology],Changes Of Atmosphere
60uglcmGMUOePUcmWyYBFv,Dela,Long Life [feat. Talib Kweli],Changes Of Atmosphere
5iYoNGt6a0J6k1yOoghEgE,Dela,How To Fish [feat. Reach],Changes Of Atmosphere
0iSUqbX0sAuwLXs41eEpj1,Dela,The City (Bonus Track) [feat. J-live & Surreal],Changes Of Atmosphere
7hb2hEHV71IqQFz3WrhAUj,Dela,Stakes Is High,Atmosphere Airlines Vol.1
0pqEBX1F4rj5RmS25vgbru,Dela,The Bullshit 2k9 (feat. G.Slim),Atmosphere Airlines Vol.2
5qj6tYiNDPOs65kopEsLV0,Dela,Long Life (Remix) (feat. Talib Kweli),Atmosphere Airlines Vol.2
0etzJLKQ366g2PR3Tao4H6,Dela,Mars (feat. Blu),Atmosphere Airlines Vol.2
1NuXlFSL2dSLrKAdqePWf2,Dela,The Sag (feat. Aloe Blacc),Atmosphere Airlines Vol.2
7bFbBB1uzdwEksTsdXi9PW,Dela,The Sidewalks (Remix) (feat. J Live),Atmosphere Airlines Vol.2
4NyTrVqTOB8sn2gYdD9BUS,Dela,Motown 2k9 (feat. Finale),Atmosphere Airlines Vol.2
5qocrJkaWqlD3EE7PWyzDy,Dela,All I Know (feat. Reach),Atmosphere Airlines Vol.2
0OmbgIYaQ9GgxYdEt2mShk,Dela,Stressedout!,Atmosphere Airlines Vol.2
7raHLE9rijvlbslE2173Ze,Dela,The Pursuit (feat. Supastition & Brotha Soul),Atmosphere Airlines Vol.2
13oQOe7YWo7NpwULopRoDU,Denizen Kane,Killa Killa (featuring Mestizo),Tree City Legends Volume 2: My Bootleg Life
3Lc55aTEng3zZQFPN4RjTx,Denizen Kane,Patriot Act,Tree City Legends Volume 2: My Bootleg Life
0jhHNuY9rOGf8dWOk6c2rk,Denizen Kane,Another Life,Tree City Legends Volume 2: My Bootleg Life
6LvTqhPBDPGxwKDNlgFQeq,Denizen Kane,Lastchild Speaks,Tree City Legends Volume 2: My Bootleg Life
6Mbm86B4joMLyCncLCESCG,Digable Planets,Dog It,Blowout Comb
1BXastKgdI3AiFipVt69Fv,Digable Planets,Jettin',Blowout Comb
0n7e8Qvo7RFZHRzw2tHrDU,Digable Planets,Graffiti,Blowout Comb
1962ZwEY7WNQLcmYFn3eR9,Digable Planets,Where I'm From,Reachin' (A New Refutation Of Time And Space)
26q6YTrXt9l8qshIveiTX9,Digable Planets,Rebirth Of Slick (Cool Like Dat),Reachin' (A New Refutation Of Time And Space)
4wgr6gTTxKqol5hT1cPUdo,Digable Planets,Jimmi Diggin' Cats,Reachin' (A New Refutation Of Time And Space)
69vaIKDGqiESQ3qQtArjhx,Dilated Peoples,The Main Event,The Platform
4bHrZLxaOU1gfAz0rZAnCx,Dilated Peoples,Worst Comes To Worst,Expansion Team
48hBOnx1VSFYHDnlVzJIK4,DJ DECKSTREAM,Play On,DJ Deckstream
7cMAy4FC1sOa81rvjppJYa,DJ DECKSTREAM,Can You Let Me Know,DJ Deckstream
4FpNi3ZeEUBb2azuTVPgCE,DJ DECKSTREAM,Inconvenient Truth,DJ Deckstream
1w1mfM4sdmbVjgqzipkkwJ,DJ DECKSTREAM,Keep in the Pocket,DJ Deckstream
3swMVn6eRkGpvtNC3POEAV,DJ DECKSTREAM,3.2.1. Contact,DJ Deckstream
4SPULCMJZ5Gj9CAp1Z6xlP,One Be Lo,Gray,The Rebirth
20DcrlNK0NcRknbX4wcEO4,Camp Lo,Luchini AKA This Is It,Uptown Saturday Night
6yZAdQyPJtXjATvAT8ERQg,Camp Lo,Coolie High,Uptown Saturday Night
76C69eFazlZ7YhMUHxOGVR,DJ Krush,Big City Lover,Krush
4bJ7tMJqfYmkKgCYzaaG4B,El Michels Affair,C.R.E.A.M.,Enter The 37th Chamber
4UTIaNm0myRUwCOaVuZJHR,El Michels Affair,Can It All Be So Simple,Enter The 37th Chamber
29qHvt5WRMBnJbHkeKD8z9,El Michels Affair,Uzi (Pinky Ring),Enter The 37th Chamber
2XGIZ53jLzPcTVOzoRVetm,El Michels Affair,Glaciers Of Ice,Enter The 37th Chamber
6JAyoXUXt5RrAFuQzHeZYj,El Michels Affair,Criminology,Enter The 37th Chamber
6mmi0wu2uGDWKeDx4ufLEj,El Michels Affair,Heaven & Hell,Enter The 37th Chamber
1ZhovLmj7HALLd7mhKZFlt,El Michels Affair,Protect Ya Neck,Enter The 37th Chamber
1hMySkyDeV8BDayCv3wqVm,El Michels Affair,Incarcerated Scarfaces,Enter The 37th Chamber
04k0JBAUF9C16hNzU52kxj,Elzhi,Detroit State of Mind,Elmatic
1NTkAH99G7fSJvpihOgogu,Elzhi,Halftime,Elmatic
7dDfQs8HUz5JHZdaEAF8gX,Elzhi,Memory Lane,Elmatic
46HjSzxEWG2SjBe9rRUUU9,Elzhi,The World Is Yours,Elmatic
3WDrbIlgvaQZZzFkgbLSbU,Elzhi,Represent,Elmatic
6x1h2IjySyKTC3JlMx73l4,Elzhi,Life's a B*tch,Elmatic
2Q25m82fYBoLEMg5Cktt7n,Elzhi,One Love,Elmatic
2ZALWS6eHa3AxKdvR5kxLX,Elzhi,It Ain't Hard To Tell,Elmatic
0Qd3EYRO8NR0KyzLxMsCJY,Emanon,The Words,The Waiting Room
4nBZIQ14fOYMxJvgbvHQpJ,Eric B. & Rakim,Know The Ledge,Don't Sweat The Technique
48ZUwXrEOhaXLCxvmRYhZv,Eric B. & Rakim,Don't Sweat The Technique,Don't Sweat The Technique
749DV56mZR2pIaqRuUZM3g,Exile,Klepto,4TRK Mind
2oQpHdV3kfD6ofKPDEP5Pm,Exile,Love Luv Love,4TRK Mind
1GKyYPHZKq2XETqvwHC0SD,Exile,Younger Days,4TRK Mind
1oBjEOqMo4Y33RPZHuZb8M,Fashawn,"Hey Young World (feat. Aloe Blacc, Devoya)",Boy Meets World
2mGdIBIKa8lEkm1xtmIJmU,Fashawn,Stars,Boy Meets World
1MSn5o4OmgtJxGGi8F57c7,Fashawn,The Ecology,Boy Meets World
4GkZB3hsnstq3ubS7ys9le,Fashawn,Our Way (feat. Evidence),Boy Meets World
6K6JdAEhFcH9PVJ1wWpZPr,Fashawn,Why,Boy Meets World
6W4rEEjI9zpNSlj0aX6S6v,Fashawn,Father,Boy Meets World
0SyKATPySxI79sA48XdFqb,Fashawn,Boy Meets World,Boy Meets World
4y4gIF4tD785sjnCFAtqRu,Dom Kennedy,When I Come Around,"Il: From the Westside, With Love"
0CjpHTQBZCGenhjk2To4Pm,Dom Kennedy,Ice Cream Truck,"Il: From the Westside, With Love"
5SNKVs6NDmZfayWsFMFj93,Dom Kennedy,On My Hometown / Nobody Else,By Dom Kennedy
5akxCqTVeMOyyGIDg7fe9j,Dom Kennedy,T P O,"Los Angeles Is Not for Sale, Vol. 1"
4aMmKA1UvUhgWtimHnYIpA,Dom Kennedy,California,"Los Angeles Is Not for Sale, Vol. 1"
6FMgzqFoHfexvZHj6We3jM,Dom Kennedy,Johnny Bench,"Los Angeles Is Not for Sale, Vol. 1"
3mug2wj9TwbvFy6R84CMnX,The Foreign Exchange,Raw Life,Connected (Extended Edition)
5tuAqTnYdnvG1H5KPSnVZm,The Foreign Exchange,"Hustle, Hustle",Connected (Extended Edition)
15phvltiPI610C4qSYFdTj,The Foreign Exchange,Let's Move,Connected (Extended Edition)
4OMGTs2w7EP9fYLS8D3vzG,The Foreign Exchange,Nic's Groove,Connected (Extended Edition)
2Jmnl8AWu3d2WdX1Mz45TI,The Foreign Exchange,Be Alright,Connected (Extended Edition)
33FP3L5eYYzOZZandK1JmQ,The Foreign Exchange,Brave New World,Connected (Extended Edition)
3jDnX9sCq99splS1cnqsJe,The Foreign Exchange,Happiness,Connected (Extended Edition)
3UIupc31gH17UtgfyV2s9k,The Foreign Exchange,All That You Are,Connected (Extended Edition)
1I8mexPsT5ncMpDDUAAjsZ,Freddie Joachim,Overpopulation,Trouvaille
0TVDyi7NWczzIBiebBf9Ao,Freddie Joachim,Kool in the Summer,Trouvaille
3pIPnj9mDCHIlF2aaINXgC,Freddie Joachim,Less Time,Trouvaille
